"job_title_full","salary","company","user_id"
"Lead Data Analyst - Pricing Team (m/f/d)",62000,"f","U954"
"Junior Data Analyst - (Remote) m/f/d",NA,"d","U955"
"Junior Brand Marketing Manager - Mobile (M/F/D)",51000,"b","U956"
"Lead AI Researcher - Deep Learning",NA,"d","U957"
" Manager Innovation Lab M/F/D",NA,"b","U958"
" Sustainability Manager - APAC",NA,"g","U959"
"Junior UI Designer - (Remote)",NA,"d","U960"
" Growth Hacker - Mobile",NA,"f","U961"
" Machine Learning Engineer - NLP M/F/D",NA,"f","U962"
"Junior Data Analyst - (Remote) m/f/d",NA,"d","U963"
"Junior Growth Marketing Manager - Mobile",68000,"d","U964"
"Senior Growth Hacker - New Ventures  (M/F/D)",NA,"b","U965"
"Junior Data Scientist - Deep Learning",NA,"f","U966"
"Junior Data Scientist - Deep Learning",NA,"a","U967"
"Senior Reserch Scientist - NLP",NA,"c","U968"
"Senior Brand Marketing Manager - New Ventures ",NA,"c","U969"
"Junior Marketing Analyst - (Remote)",63000,"f","U970"
" Online Marketing Manager",NA,"e","U971"
"Senior Onboarding Manager (m/f/d)",NA,"c","U972"
" Frontend Engineer - Deep Learning (m/f/d)",NA,"h","U973"
"Senior Product Analyst - Checkout",67000,"a","U974"
"Junior Data Science Manager (m/f/d)",53000,"b","U975"
"Lead SEO Marketing Manager - New Ventures ",NA,"f","U976"
" Software Developer - (Remote) (M/F/D)",NA,"a","U977"
"Lead Performance Marketing Manager - Mobile (M/F/D)",NA,"c","U978"
"Lead Manager Policy Affairs - New Ventures M/F/D",51000,"d","U979"
"Lead Backend Developer - Deep Learning",60000,"g","U980"
"Lead Machine Learning Engineer - (Remote)",53000,"h","U981"
"Lead Offline Marketing Manager - New Ventures  m/f/d",NA,"f","U982"
"Lead Onboarding Manager",64000,"c","U983"
"Senior Marketing Manager - New Ventures ",60000,"d","U984"
"Senior Sustainability Manager",NA,"c","U985"
"Senior Big Data Analyst - (Internal Audit) (M/F/D)",NA,"f","U986"
"Senior Manager Innovation Lab - APAC m/f/d",56000,"c","U987"
"Senior Performance Marketing Manager",NA,"h","U988"
"Senior Product / UX Engineer - Pricing (M/F/D)",59000,"c","U989"
"Senior Software Engineer",NA,"f","U990"
"Senior Offline Marketing Manager - New Ventures  (M/F/D)",63000,"b","U991"
"Junior AI Researcher - Pricing & Forecasting",NA,"b","U992"
"Senior Data Scientist - Supplier Financing M/F/D",NA,"b","U993"
"Lead UI Designer - (Remote)",NA,"b","U994"
"Lead Reserch Scientist - Pricing & Forecasting",63000,"c","U995"
"Junior Data Analyst - (Remote) m/f/d",NA,"d","U996"
"Senior AI Researcher - NLP m/f/d",NA,"c","U997"
" Onboarding Manager - New Ventures",NA,"c","U998"
"Senior Backend Developer m/f/d",NA,"d","U999"
"Senior UI Designer",66000,"b","U1000"
"Junior Product Owner - NLP",NA,"c","U1001"
"Lead AI Researcher - Deep Learning",NA,"c","U1002"
" Sustainability Manager - APAC",55000,"e","U1003"
" Business Development Manager - EU",NA,"h","U1004"
"Junior Brand Manager - (Remote) m/f/d",59000,"d","U1005"
"Lead Growth Marketing Manager - New Ventures  (M/F/D)",62000,"a","U1006"
"Junior SEO Manager - New Ventures ",NA,"e","U1007"
"Lead Software Engineer - Deep Learning M/F/D",NA,"f","U1008"
" Onboarding Manager - New Ventures",NA,"h","U1009"
"Lead SEO Marketeer M/F/D",NA,"b","U1010"
"Lead AI Researcher - Deep Learning",NA,"e","U1011"
"Senior Culture Manager - Global Transformation",NA,"f","U1012"
"Lead Marketing Manager - (Remote)",NA,"b","U1013"
"Lead Data Science Manager - APAC",NA,"f","U1014"
" Growth Marketing Manager - New Ventures ",NA,"h","U1015"
"Junior Growth Hacker - New Ventures ",NA,"d","U1016"
"Lead Big Data Analyst - Pricing Team",68000,"a","U1017"
"Junior Data Scientist - Deep Learning",58000,"h","U1018"
"Senior Sustainability Manager",NA,"b","U1019"
"Lead Product Analyst - NLP",69000,"e","U1020"
"Senior Marketing Manager - New Ventures ",66000,"e","U1021"
"Lead Marketing Manager - (Remote)",NA,"e","U1022"
"Senior Frontend Engineer - (Remote) (m/f/d)",NA,"f","U1023"
"Junior Manager Innovation Lab - France (M/F/D)",NA,"d","U1024"
"Junior Data Scientist - Deep Learning",NA,"g","U1025"
"Senior Shop Manager - New Ventures",NA,"g","U1026"
"Senior Product Manager -  Mobile",51000,"b","U1027"
"Lead Data Scientist - Pricing Team",56000,"b","U1028"
"Junior Brand Marketing Manager - Mobile (M/F/D)",NA,"b","U1029"
"Senior Product Analyst - Checkout",68000,"e","U1030"
"Senior Business Development Manager - EU (M/F/D)",59000,"d","U1031"
" Product Analyst - Pricing & Forecasting (M/F/D)",58000,"b","U1032"
"Lead Product Consultant - NLP (m/f/d)",NA,"d","U1033"
"Senior Data Science Manager m/f/d",NA,"b","U1034"
"Junior Data Analyst - (Remote) m/f/d",54000,"a","U1035"
"Junior Culture Manager - France",NA,"c","U1036"
"Junior Shop Manager - Global Transformation (M/F/D)",61000,"c","U1037"
"Senior Backend Developer m/f/d",NA,"h","U1038"
"Junior Business Development Manager - France",NA,"h","U1039"
"Lead Marketing Manager - (Remote)",67000,"f","U1040"
"Lead Product Manager -  Mobile",NA,"g","U1041"
"Lead Machine Learning Engineer - (Remote)",NA,"f","U1042"
"Senior Offline Marketing Manager - New Ventures  (M/F/D)",65000,"g","U1043"
"Lead Culture Manager - EU (M/F/D)",53000,"b","U1044"
"Junior Product Analyst - NLP",53000,"h","U1045"
"Lead Growth Marketing Manager - New Ventures  (M/F/D)",NA,"d","U1046"
" SEO Marketeer - New Ventures ",NA,"e","U1047"
"Senior Growth Marketing Manager - (Remote)",NA,"f","U1048"
"Senior Business Development Manager - EU (M/F/D)",NA,"f","U1049"
"Junior Data Consultant - (Internal Audit)",55000,"c","U1050"
"Senior Marketing Analyst - New Ventures ",NA,"e","U1051"
" Brand Marketing Manager - (Remote)",NA,"f","U1052"
"Lead Online Marketing Manager - (Remote) M/F/D",64000,"a","U1053"
"Lead Product / UX Engineer - Pricing",NA,"e","U1054"
"Lead SEO Marketeer M/F/D",NA,"f","U1055"
"Lead Online Marketing Manager - (Remote) M/F/D",NA,"f","U1056"
"Lead AI Researcher - Deep Learning",NA,"c","U1057"
"Senior Backend Engineer (M/F/D)",NA,"f","U1058"
" Culture Manager - EU M/F/D",NA,"f","U1059"
" SEO Marketing Manager m/f/d",NA,"e","U1060"
"Senior Data Scientist - Supplier Financing M/F/D",52000,"f","U1061"
"Senior Sustainability Manager",NA,"a","U1062"
"Lead SEO Marketeer M/F/D",NA,"g","U1063"
"Senior Data Science Manager m/f/d",NA,"h","U1064"
"Lead Online Marketing Manager - (Remote) M/F/D",NA,"f","U1065"
" Software Developer - (Remote) (M/F/D)",64000,"d","U1066"
" Big Data Analyst - (Internal Audit) (M/F/D)",NA,"d","U1067"
" UI Designer m/f/d",NA,"e","U1068"
"Senior Culture Manager - Global Transformation",NA,"b","U1069"
"Senior Frontend Engineer - (Remote) (m/f/d)",NA,"f","U1070"
" Software Developer - (Remote) (M/F/D)",NA,"e","U1071"
"Junior Product Manager -  Mobile",66000,"c","U1072"
" Operations Manager - France",NA,"b","U1073"
" Onboarding Manager - New Ventures",NA,"a","U1074"
"Junior Reserch Scientist - (Internal Audit) (M/F/D)",NA,"d","U1075"
"Junior Product Owner - NLP",NA,"b","U1076"
"Lead Sustainability Manager - New Ventures",NA,"e","U1077"
" Reserch Scientist - Supplier Financing m/f/d",NA,"g","U1078"
"Senior UI Designer",NA,"c","U1079"
"Lead Shop Manager - New Ventures",NA,"e","U1080"
"Junior Data Scientist - Deep Learning",NA,"d","U1081"
"Lead Shop Manager - New Ventures",NA,"g","U1082"
" Product Consultant - Pricing (M/F/D)",NA,"e","U1083"
"Lead Product / UX Engineer - Pricing",64000,"b","U1084"
"Senior Growth Marketing Manager - (Remote)",NA,"c","U1085"
"Senior Offline Marketing Manager - New Ventures  (M/F/D)",NA,"g","U1086"
"Senior Data Scientist - Supplier Financing M/F/D",NA,"f","U1087"
"Senior Offline Marketing Manager - New Ventures  (M/F/D)",NA,"f","U1088"
"Senior Onboarding Manager (m/f/d)",52000,"h","U1089"
"Junior SEO Marketing Manager - New Ventures  (m/f/d)",NA,"g","U1090"
"Senior Manager Innovation Lab - APAC m/f/d",NA,"d","U1091"
"Senior Data Analyst - Pricing Team M/F/D",NA,"g","U1092"
" Manager Policy Affairs - APAC",NA,"d","U1093"
" Sustainability Manager - APAC",59000,"g","U1094"
" Product Owner - Checkout",NA,"g","U1095"
" Machine Learning Engineer - NLP M/F/D",NA,"e","U1096"
"Junior Manager Innovation Lab - France (M/F/D)",51000,"f","U1097"
"Lead SEO Marketing Manager - New Ventures ",NA,"h","U1098"
"Lead Machine Learning Engineer - (Remote)",NA,"f","U1099"
"Junior Big Data Analyst - Pricing & Forecasting (M/F/D)",NA,"g","U1100"
"Lead Data Science Manager - APAC",NA,"h","U1101"
"Senior Performance Marketing Manager",NA,"g","U1102"
" Onboarding Manager - New Ventures",62000,"h","U1103"
"Senior Machine Learning Engineer - NLP",NA,"b","U1104"
"Junior Shop Manager - Global Transformation (M/F/D)",52000,"a","U1105"
"Senior Growth Hacker - New Ventures  (M/F/D)",NA,"f","U1106"
"Junior Online Marketing Manager - New Ventures ",NA,"e","U1107"
"Junior Product Manager -  Mobile",NA,"d","U1108"
" Onboarding Manager - New Ventures",NA,"f","U1109"
"Senior Manager Policy Affairs - France (m/f/d)",NA,"g","U1110"
"Lead Product Owner - Checkout m/f/d",59000,"e","U1111"
"Lead Sustainability Manager - New Ventures",65000,"f","U1112"
" Marketing Manager - (Remote) m/f/d",NA,"a","U1113"
"Junior Marketing Analyst - (Remote)",NA,"h","U1114"
" Product Analyst - Pricing & Forecasting (M/F/D)",NA,"d","U1115"
"Senior Sustainability Manager",NA,"d","U1116"
"Senior UI Designer",NA,"b","U1117"
"Lead UI Designer - (Remote)",NA,"h","U1118"
" Manager Innovation Lab M/F/D",61000,"g","U1119"
" Data Scientist - Supplier Financing",NA,"a","U1120"
" AI Researcher - Supplier Financing",57000,"b","U1121"
"Lead SEO Manager (M/F/D)",56000,"e","U1122"
"Lead UI Designer - (Remote)",NA,"g","U1123"
"Junior Business Development Manager - France",NA,"g","U1124"
"Senior Machine Learning Engineer - NLP",NA,"e","U1125"
" Shop Manager - France",NA,"c","U1126"
"Junior Offline Marketing Manager",51000,"d","U1127"
"Junior Product / UX Engineer - NLP (m/f/d)",62000,"e","U1128"
"Senior Data Analyst - Pricing Team M/F/D",68000,"f","U1129"
"Lead UI Designer - (Remote)",NA,"d","U1130"
"Junior Business Development Manager - France",NA,"c","U1131"
"Junior Data Scientist - Deep Learning",NA,"g","U1132"
" Brand Manager (m/f/d)",50000,"h","U1133"
"Lead Manager Innovation Lab - New Ventures M/F/D",50000,"d","U1134"
"Junior Software Engineer",NA,"b","U1135"
"Senior Manager Innovation Lab - APAC m/f/d",NA,"c","U1136"
"Junior Data Scientist - Deep Learning",NA,"h","U1137"
"Senior Operations Manager - APAC (M/F/D)",NA,"a","U1138"
"Lead SEO Marketeer M/F/D",66000,"h","U1139"
"Senior Backend Engineer (M/F/D)",54000,"h","U1140"
" Sustainability Manager - APAC",59000,"b","U1141"
"Junior Growth Marketing Manager - Mobile",66000,"f","U1142"
"Junior Manager Innovation Lab - France (M/F/D)",NA,"f","U1143"
"Junior Data Scientist - Deep Learning",NA,"c","U1144"
" Product Manager - Pricing & Forecasting",NA,"d","U1145"
"Junior Reserch Scientist - (Internal Audit) (M/F/D)",56000,"e","U1146"
"Senior Offline Marketing Manager - New Ventures  (M/F/D)",62000,"d","U1147"
" Brand Manager (m/f/d)",55000,"e","U1148"
"Lead Big Data Analyst - Pricing Team",NA,"d","U1149"
"Junior Frontend Engineer - (Remote)",NA,"b","U1150"
"Senior Marketing Analyst - New Ventures ",NA,"e","U1151"
" Manager Policy Affairs - APAC",NA,"b","U1152"
"Junior Data Scientist - Deep Learning",NA,"a","U1153"
"Junior Product Consultant - Pricing M/F/D",63000,"b","U1154"
"Senior Data Science Manager m/f/d",NA,"c","U1155"
"Junior UI Designer - (Remote)",70000,"f","U1156"
"Lead Business Development Manager",NA,"g","U1157"
"Junior AI Researcher - Pricing & Forecasting",69000,"a","U1158"
"Senior Offline Marketing Manager - New Ventures  (M/F/D)",62000,"g","U1159"
"Junior Business Development Manager - France",NA,"b","U1160"
"Senior Big Data Analyst - (Internal Audit) (M/F/D)",NA,"g","U1161"
"Junior Sustainability Manager - France",NA,"e","U1162"
"Senior Data Consultant - Pricing & Forecasting (M/F/D)",NA,"e","U1163"
"Junior Backend Engineer - (Remote)",54000,"e","U1164"
"Junior Marketing Manager - New Ventures ",67000,"f","U1165"
" Marketing Analyst - New Ventures ",NA,"g","U1166"
"Junior AI Researcher - Pricing & Forecasting",NA,"g","U1167"
"Junior Product / UX Engineer - NLP (m/f/d)",52000,"g","U1168"
"Lead Big Data Analyst - Pricing Team",NA,"b","U1169"
"Senior SEO Marketeer - (Remote)",52000,"h","U1170"
"Junior Machine Learning Engineer - Supplier Financing",NA,"c","U1171"
"Lead Shop Manager - New Ventures",NA,"f","U1172"
"Junior Software Engineer",65000,"g","U1173"
"Junior Offline Marketing Manager",62000,"c","U1174"
"Junior Business Development Manager - France",NA,"h","U1175"
"Lead Manager Policy Affairs - New Ventures M/F/D",NA,"g","U1176"
"Senior Data Consultant - Pricing & Forecasting (M/F/D)",NA,"h","U1177"
"Senior Brand Marketing Manager - New Ventures ",NA,"a","U1178"
"Senior AI Researcher - NLP m/f/d",NA,"h","U1179"
"Senior Marketing Manager - New Ventures ",NA,"a","U1180"
" Product Manager - Pricing & Forecasting",NA,"d","U1181"
"Junior Sustainability Manager - France",65000,"d","U1182"
"Senior Brand Marketing Manager - New Ventures ",NA,"e","U1183"
"Lead SEO Marketeer M/F/D",NA,"g","U1184"
"Lead Data Scientist - Pricing Team",NA,"e","U1185"
"Lead Brand Marketing Manager - New Ventures  m/f/d",51000,"g","U1186"
"Lead AI Researcher - Deep Learning",NA,"f","U1187"
"Junior Marketing Manager - New Ventures ",53000,"a","U1188"
" UI Designer m/f/d",NA,"f","U1189"
"Lead Marketing Manager - (Remote)",NA,"h","U1190"
" Big Data Analyst - (Internal Audit) (M/F/D)",59000,"h","U1191"
"Lead Backend Developer - Deep Learning",NA,"a","U1192"
"Junior Big Data Analyst - Pricing & Forecasting (M/F/D)",NA,"h","U1193"
" Growth Marketing Manager - New Ventures ",NA,"g","U1194"
"Senior Onboarding Manager (m/f/d)",NA,"e","U1195"
" Performance Marketing Manager - Mobile m/f/d",56000,"a","U1196"
"Junior Shop Manager - Global Transformation (M/F/D)",NA,"e","U1197"
"Lead Big Data Analyst - Pricing Team",NA,"a","U1198"
" Brand Manager (m/f/d)",NA,"g","U1199"
"Lead Brand Marketing Manager - New Ventures  m/f/d",NA,"e","U1200"
"Senior Operations Manager - APAC (M/F/D)",NA,"b","U1201"
"Junior AI Researcher - Pricing & Forecasting",NA,"f","U1202"
"Lead Offline Marketing Manager - New Ventures  m/f/d",NA,"g","U1203"
"Senior Growth Hacker - New Ventures  (M/F/D)",NA,"g","U1204"
"Junior Big Data Analyst - Pricing & Forecasting (M/F/D)",52000,"a","U1205"
"Junior Backend Engineer - (Remote)",NA,"c","U1206"
"Senior Growth Hacker - New Ventures  (M/F/D)",NA,"d","U1207"
"Senior Brand Marketing Manager - New Ventures ",NA,"f","U1208"
" Reserch Scientist - Supplier Financing m/f/d",NA,"d","U1209"
"Lead Data Consultant - Supplier Financing m/f/d",52000,"e","U1210"
"Senior Data Analyst - Pricing Team M/F/D",NA,"d","U1211"
" Brand Manager (m/f/d)",NA,"e","U1212"
"Lead Product Manager -  Mobile",67000,"d","U1213"
"Junior Product Consultant - Pricing M/F/D",69000,"d","U1214"
"Junior SEO Manager - New Ventures ",NA,"c","U1215"
"Lead Backend Engineer - Deep Learning",NA,"h","U1216"
"Lead Data Consultant - Supplier Financing m/f/d",67000,"f","U1217"
"Junior Marketing Manager - New Ventures ",NA,"a","U1218"
"Junior SEO Marketeer - (Remote)",NA,"d","U1219"
"Junior SEO Marketeer - (Remote)",NA,"c","U1220"
"Junior Sustainability Manager - France",52000,"c","U1221"
"Junior Product Consultant - Pricing M/F/D",68000,"a","U1222"
" Marketing Manager - (Remote) m/f/d",NA,"f","U1223"
"Junior Backend Developer M/F/D",61000,"f","U1224"
"Junior Shop Manager - Global Transformation (M/F/D)",61000,"c","U1225"
"Senior AI Researcher - NLP m/f/d",60000,"h","U1226"
"Junior SEO Marketeer - (Remote)",65000,"g","U1227"
"Lead AI Researcher - Deep Learning",NA,"g","U1228"
"Senior Performance Marketing Manager",NA,"a","U1229"
"Lead Product Analyst - NLP",NA,"a","U1230"
"Senior Reserch Scientist - NLP",NA,"e","U1231"
"Lead Performance Marketing Manager - Mobile (M/F/D)",NA,"d","U1232"
"Senior Software Engineer",NA,"e","U1233"
"Lead SEO Marketeer M/F/D",NA,"h","U1234"
"Lead Business Development Manager",NA,"c","U1235"
"Senior Growth Hacker - New Ventures  (M/F/D)",NA,"b","U1236"
"Senior Product Consultant - Pricing m/f/d",NA,"d","U1237"
"Senior Software Developer - (Remote)",60000,"b","U1238"
"Lead Data Scientist - Pricing Team",NA,"f","U1239"
"Junior Manager Policy Affairs - France",NA,"b","U1240"
"Junior Manager Innovation Lab - France (M/F/D)",NA,"d","U1241"
"Junior Product Consultant - Pricing M/F/D",64000,"c","U1242"
"Lead Operations Manager - France (M/F/D)",NA,"f","U1243"
"Senior Growth Hacker - New Ventures  (M/F/D)",NA,"f","U1244"
" Product Consultant - Pricing (M/F/D)",NA,"c","U1245"
"Senior Frontend Engineer - (Remote) (m/f/d)",NA,"g","U1246"
"Senior Software Engineer",70000,"d","U1247"
" Product Owner - Checkout",NA,"g","U1248"
" Frontend Engineer - Deep Learning (m/f/d)",60000,"g","U1249"
"Senior SEO Manager - (Remote) (m/f/d)",NA,"h","U1250"
" Performance Marketing Manager - Mobile m/f/d",NA,"c","U1251"
"Lead Onboarding Manager",NA,"b","U1252"
" Onboarding Manager - New Ventures",NA,"g","U1253"
"Lead SEO Manager (M/F/D)",NA,"d","U1254"
" Offline Marketing Manager - (Remote)",67000,"b","U1255"
"Lead Culture Manager - EU (M/F/D)",NA,"g","U1256"
" SEO Marketing Manager m/f/d",NA,"c","U1257"
"Senior Growth Marketing Manager - (Remote)",NA,"b","U1258"
"Junior AI Researcher - Pricing & Forecasting",NA,"g","U1259"
"Lead SEO Marketeer M/F/D",NA,"a","U1260"
"Senior Data Consultant - Pricing & Forecasting (M/F/D)",NA,"e","U1261"
"Junior Reserch Scientist - (Internal Audit) (M/F/D)",NA,"c","U1262"
"Lead Performance Marketing Manager - Mobile (M/F/D)",NA,"b","U1263"
"Junior Machine Learning Engineer - Supplier Financing",NA,"b","U1264"
"Junior Software Developer",64000,"e","U1265"
"Lead Machine Learning Engineer - (Remote)",NA,"g","U1266"
"Lead Big Data Analyst - Pricing Team",69000,"d","U1267"
" Product Manager - Pricing & Forecasting",NA,"d","U1268"
"Junior Backend Engineer - (Remote)",NA,"h","U1269"
"Senior Product / UX Engineer - Pricing (M/F/D)",NA,"g","U1270"
"Senior Performance Marketing Manager",NA,"f","U1271"
"Senior Data Analyst - Pricing Team M/F/D",NA,"c","U1272"
"Senior Culture Manager - Global Transformation",61000,"a","U1273"
"Junior Product Manager -  Mobile",65000,"g","U1274"
"Junior Product Consultant - Pricing M/F/D",NA,"e","U1275"
" Frontend Engineer - Deep Learning (m/f/d)",54000,"b","U1276"
"Junior Culture Manager - France",NA,"e","U1277"
" Data Scientist - Supplier Financing",NA,"d","U1278"
"Junior Product Manager -  Mobile",NA,"g","U1279"
"Lead Growth Hacker - New Ventures ",NA,"f","U1280"
"Junior Backend Developer M/F/D",NA,"a","U1281"
"Senior Culture Manager - Global Transformation",NA,"h","U1282"
"Senior SEO Marketing Manager - (Remote)",NA,"b","U1283"
"Senior Growth Marketing Manager - (Remote)",NA,"d","U1284"
"Junior Data Science Manager (m/f/d)",NA,"g","U1285"
"Lead SEO Marketeer M/F/D",NA,"g","U1286"
" Machine Learning Engineer - NLP M/F/D",61000,"h","U1287"
"Lead SEO Marketing Manager - New Ventures ",NA,"a","U1288"
"Junior Marketing Manager - New Ventures ",50000,"b","U1289"
"Senior Manager Policy Affairs - France (m/f/d)",NA,"h","U1290"
" AI Researcher - Supplier Financing",NA,"a","U1291"
" Data Science Manager M/F/D",NA,"g","U1292"
"Junior Manager Innovation Lab - France (M/F/D)",NA,"d","U1293"
"Senior Marketing Manager - New Ventures ",54000,"c","U1294"
" Culture Manager - EU M/F/D",NA,"a","U1295"
"Junior Data Consultant - (Internal Audit)",NA,"a","U1296"
"Junior Product Manager -  Mobile",NA,"b","U1297"
" Online Marketing Manager",68000,"h","U1298"
"Junior Offline Marketing Manager",NA,"g","U1299"
"Lead Backend Developer - Deep Learning",NA,"h","U1300"
"Senior Product Owner - NLP",64000,"c","U1301"
"Junior Onboarding Manager - New Ventures (M/F/D)",NA,"a","U1302"
"Senior Data Science Manager m/f/d",68000,"c","U1303"
"Senior Product Analyst - Checkout",NA,"f","U1304"
"Junior SEO Marketeer - (Remote)",NA,"d","U1305"
"Senior Marketing Analyst - New Ventures ",64000,"d","U1306"
"Senior Data Scientist - Supplier Financing M/F/D",NA,"e","U1307"
"Senior Software Engineer",NA,"c","U1308"
"Senior Offline Marketing Manager - New Ventures  (M/F/D)",NA,"h","U1309"
"Lead Shop Manager - New Ventures",NA,"d","U1310"
" Data Science Manager M/F/D",54000,"b","U1311"
" Onboarding Manager - New Ventures",56000,"d","U1312"
" Product Analyst - Pricing & Forecasting (M/F/D)",NA,"b","U1313"
" Growth Hacker - Mobile",NA,"g","U1314"
" Operations Manager - France",NA,"e","U1315"
"Lead SEO Marketing Manager - New Ventures ",60000,"g","U1316"
"Senior Marketing Manager - New Ventures ",NA,"d","U1317"
"Lead Product Analyst - NLP",NA,"b","U1318"
"Junior Marketing Analyst - (Remote)",NA,"f","U1319"
"Senior Data Analyst - Pricing Team M/F/D",NA,"f","U1320"
"Lead Backend Developer - Deep Learning",NA,"a","U1321"
"Senior Brand Marketing Manager - New Ventures ",NA,"a","U1322"
"Junior Data Analyst - (Remote) m/f/d",NA,"b","U1323"
" AI Researcher - Supplier Financing",NA,"c","U1324"
"Lead Big Data Analyst - Pricing Team",68000,"a","U1325"
"Senior Online Marketing Manager - Mobile M/F/D",NA,"a","U1326"
"Junior Manager Innovation Lab - France (M/F/D)",NA,"c","U1327"
"Senior UI Designer",NA,"g","U1328"
"Lead Business Development Manager",NA,"e","U1329"
" Machine Learning Engineer - NLP M/F/D",NA,"b","U1330"
"Senior Marketing Manager - New Ventures ",NA,"d","U1331"
"Junior Data Science Manager (m/f/d)",NA,"h","U1332"
"Junior Marketing Manager - New Ventures ",NA,"f","U1333"
"Junior Machine Learning Engineer - Supplier Financing",57000,"g","U1334"
"Junior Manager Innovation Lab - France (M/F/D)",NA,"a","U1335"
"Senior Manager Innovation Lab - APAC m/f/d",NA,"c","U1336"
" Machine Learning Engineer - NLP M/F/D",NA,"f","U1337"
"Senior Online Marketing Manager - Mobile M/F/D",59000,"b","U1338"
"Junior Onboarding Manager - New Ventures (M/F/D)",NA,"e","U1339"
"Senior Sustainability Manager",60000,"e","U1340"
" UI Designer m/f/d",52000,"h","U1341"
"Lead Product Analyst - NLP",53000,"b","U1342"
" Growth Marketing Manager - New Ventures ",66000,"b","U1343"
" Software Engineer - (Remote)",62000,"d","U1344"
" Backend Engineer - (Remote)",52000,"b","U1345"
"Senior Brand Marketing Manager - New Ventures ",NA,"d","U1346"
" Backend Engineer - (Remote)",51000,"b","U1347"
"Lead Product Manager -  Mobile",58000,"a","U1348"
" Onboarding Manager - New Ventures",61000,"b","U1349"
"Lead Performance Marketing Manager - Mobile (M/F/D)",68000,"h","U1350"
" Data Scientist - Supplier Financing",NA,"g","U1351"
"Junior Business Development Manager - France",63000,"c","U1352"
"Senior Online Marketing Manager - Mobile M/F/D",NA,"h","U1353"
" Operations Manager - France",NA,"g","U1354"
"Lead Brand Marketing Manager - New Ventures  m/f/d",NA,"h","U1355"
"Junior SEO Manager - New Ventures ",62000,"e","U1356"
"Junior Reserch Scientist - (Internal Audit) (M/F/D)",NA,"b","U1357"
"Lead Performance Marketing Manager - Mobile (M/F/D)",NA,"d","U1358"
"Lead Growth Hacker - New Ventures ",NA,"g","U1359"
"Junior Manager Innovation Lab - France (M/F/D)",NA,"a","U1360"
"Junior Growth Marketing Manager - Mobile",NA,"d","U1361"
"Lead UI Designer - (Remote)",NA,"d","U1362"
" Product / UX Engineer - NLP",NA,"d","U1363"
"Lead Product Manager -  Mobile",NA,"f","U1364"
"Lead Frontend Engineer",54000,"d","U1365"
" Product Analyst - Pricing & Forecasting (M/F/D)",NA,"h","U1366"
" Data Science Manager M/F/D",NA,"h","U1367"
"Junior Software Engineer",NA,"e","U1368"
"Lead Data Consultant - Supplier Financing m/f/d",NA,"e","U1369"
"Lead Data Consultant - Supplier Financing m/f/d",NA,"c","U1370"
"Lead Sustainability Manager - New Ventures",60000,"e","U1371"
"Junior Marketing Manager - New Ventures ",NA,"d","U1372"
" Product Consultant - Pricing (M/F/D)",NA,"a","U1373"
"Senior Product Consultant - Pricing m/f/d",NA,"f","U1374"
"Junior SEO Manager - New Ventures ",53000,"c","U1375"
" Product Manager - Pricing & Forecasting",NA,"h","U1376"
" Marketing Manager - (Remote) m/f/d",70000,"h","U1377"
"Senior SEO Manager - (Remote) (m/f/d)",NA,"g","U1378"
"Lead Product Consultant - NLP (m/f/d)",NA,"f","U1379"
"Lead Backend Engineer - Deep Learning",NA,"b","U1380"
"Senior Marketing Analyst - New Ventures ",NA,"a","U1381"
"Senior Data Analyst - Pricing Team M/F/D",58000,"f","U1382"
" SEO Marketing Manager m/f/d",55000,"b","U1383"
"Junior Backend Developer M/F/D",NA,"d","U1384"
"Junior Reserch Scientist - (Internal Audit) (M/F/D)",NA,"d","U1385"
"Junior Backend Engineer - (Remote)",69000,"h","U1386"
" Data Consultant - NLP",NA,"b","U1387"
"Junior UI Designer - (Remote)",64000,"g","U1388"
"Lead SEO Marketeer M/F/D",NA,"h","U1389"
"Junior Data Consultant - (Internal Audit)",NA,"h","U1390"
"Lead Big Data Analyst - Pricing Team",60000,"f","U1391"
"Senior Business Development Manager - EU (M/F/D)",NA,"h","U1392"
"Lead Backend Developer - Deep Learning",NA,"c","U1393"
" Performance Marketing Manager - Mobile m/f/d",NA,"g","U1394"
"Junior Data Consultant - (Internal Audit)",NA,"h","U1395"
"Junior Sustainability Manager - France",NA,"f","U1396"
"Junior Frontend Engineer - (Remote)",NA,"g","U1397"
"Junior SEO Marketing Manager - New Ventures  (m/f/d)",NA,"b","U1398"
"Lead Culture Manager - EU (M/F/D)",NA,"d","U1399"
"Junior SEO Manager - New Ventures ",NA,"c","U1400"
"Lead Product Manager -  Mobile",65000,"h","U1401"
"Senior SEO Manager - (Remote) (m/f/d)",NA,"b","U1402"
"Lead Machine Learning Engineer - (Remote)",60000,"g","U1403"
"Senior Performance Marketing Manager",51000,"h","U1404"
" Data Analyst - (Remote) m/f/d",NA,"e","U1405"
"Senior Product Analyst - Checkout",54000,"c","U1406"
" Online Marketing Manager",NA,"f","U1407"
"Lead Software Engineer - Deep Learning M/F/D",NA,"d","U1408"
"Senior Manager Policy Affairs - France (m/f/d)",69000,"d","U1409"
"Senior Data Scientist - Supplier Financing M/F/D",NA,"c","U1410"
"Lead Backend Developer - Deep Learning",NA,"g","U1411"
"Junior Operations Manager - New Ventures",50000,"d","U1412"
"Senior Software Developer - (Remote)",NA,"b","U1413"
